"행정구역","2023년12월_계_총인구수","2023년12월_계_연령구간인구수","2023년12월_계_0~9세","2023년12월_계_10~19세","2023년12월_계_20~29세","2023년12월_계_30~39세","2023년12월_계_40~49세","2023년12월_계_50~59세","2023년12월_계_60~69세","2023년12월_계_70~79세","2023년12월_계_80~89세","2023년12월_계_90~99세","2023년12월_계_100세 이상"
"부산광역시 해운대구 반여제1동(2635057000)","34,446","34,446","2,258","3,840","3,859","3,566","5,557","6,431","5,134","2,598","1,055","146","2"
"부산광역시 해운대구 반여제2동(2635058000)","11,732","11,732","377","487","1,057","1,253","1,501","2,112","2,532","1,603","724","85","1"
"부산광역시 해운대구 반여제3동(2635059000)","7,853","7,853","152","340","752","655","906","1,444","1,877","1,106","561","60","0"
"부산광역시 해운대구 반여제4동(2635059500)","14,870","14,870","964","1,427","1,606","1,639","2,293","2,721","2,600","1,201","370","49","0"
"부산광역시 해운대구 반송제1동(2635061000)","12,643","12,643","256","535","1,230","977","1,382","2,322","2,779","2,021","1,029","112","0"
"부산광역시 해운대구 반송제2동(2635062000)","21,555","21,555","635","1,171","1,788","1,629","2,540","3,704","4,997","3,367","1,532","185","7"
"부산광역시 해운대구 재송제1동(2635065000)","36,820","36,820","3,173","5,026","3,683","3,916","7,437","5,813","4,487","2,364","813","105","3"
"부산광역시 해운대구 재송제2동(2635066000)","22,845","22,845","843","1,777","2,516","2,463","3,300","4,165","4,535","2,311","819","111","5"
"부산광역시 사하구 (2638000000)","297,831","297,831","15,603","23,643","33,827","32,709","42,518","51,362","54,912","29,706","12,058","1,455","38"
"부산광역시 사하구 괴정제1동(2638051000)","18,155","18,155","750","1,365","1,893","1,793","2,392","3,036","3,538","2,209","1,035","137","7"
"부산광역시 사하구 괴정제2동(2638052000)","15,185","15,185","896","1,190","1,526","1,676","2,208","2,484","2,708","1,765","667","64","1"
"부산광역시 사하구 괴정제3동(2638053000)","11,607","11,607","368","650","1,155","1,214","1,383","1,958","2,528","1,561","711","79","0"
"부산광역시 사하구 괴정제4동(2638054000)","15,179","15,179","1,150","1,372","1,486","1,841","2,423","2,374","2,473","1,444","553","61","2"
"부산광역시 사하구 당리동(2638055000)","24,363","24,363","1,139","2,022","2,588","2,471","3,456","4,185","4,767","2,568","1,031","135","1"
"부산광역시 사하구 하단제1동(2638056100)","21,427","21,427","944","1,529","3,353","2,849","2,904","3,425","3,665","1,883","771","101","3"
"부산광역시 사하구 하단제2동(2638056200)","25,147","25,147","1,114","1,836","5,261","3,085","3,223","3,886","3,863","1,999","792","83","5"
"부산광역시 사하구 신평제1동(2638057100)","15,770","15,770","844","990","1,397","1,703","2,221","2,883","3,204","1,749","712","66","1"
"부산광역시 사하구 신평제2동(2638057200)","17,304","17,304","1,138","1,367","1,899","2,423","2,561","3,006","3,086","1,325","437","61","1"
"부산광역시 사하구 장림제1동(2638058000)","10,151","10,151","660","929","878","1,102","1,839","1,723","1,658","985","345","32","0"
"부산광역시 사하구 장림제2동(2638059000)","26,031","26,031","1,381","2,307","2,836","2,968","4,049","4,662","4,653","2,309","788","74","4"
"부산광역시 사하구 다대제1동(2638060100)","36,703","36,703","2,084","3,598","3,694","3,505","5,560","6,841","6,547","3,268","1,418","183","5"
"부산광역시 사하구 다대제2동(2638060200)","25,818","25,818","1,229","2,094","2,651","2,166","3,495","4,920","5,286","2,670","1,127","177","3"
"부산광역시 사하구 구평동(2638061000)","12,433","12,433","1,218","980","1,172","2,084","2,066","1,929","1,860","840","242","41","1"
"부산광역시 사하구 감천제1동(2638062000)","17,190","17,190","588","1,225","1,651","1,487","2,163","3,078","3,870","2,168","865","95","0"
"부산광역시 사하구 감천제2동(2638063000)","5,368","5,368","100","189","387","342","575","972","1,206","963","564","66","4"
"부산광역시 금정구 (2641000000)","215,590","215,590","9,865","16,061","28,338","21,876","28,221","36,147","39,634","23,440","10,638","1,337","33"
"부산광역시 금정구 서제1동(2641051000)","4,637","4,637","47","171","355","341","533","820","1,212","742","380","36","0"
"부산광역시 금정구 서제2동(2641052000)","8,513","8,513","226","402","795","821","937","1,571","2,135","1,137","441","47","1"
"부산광역시 금정구 서제3동(2641053000)","10,387","10,387","259","410","929","957","1,144","1,868","2,542","1,541","671","65","1"
"부산광역시 금정구 금사회동동(2641055500)","7,283","7,283","186","287","571","664","810","1,277","1,866","1,147","434","40","1"
"부산광역시 금정구 부곡제1동(2641057000)","7,663","7,663","231","379","639","657","930","1,211","1,716","1,260","566","74","0"
"부산광역시 금정구 부곡제2동(2641058000)","17,142","17,142","759","1,424","2,381","1,762","2,437","2,980","2,870","1,607","818","102","2"
"부산광역시 금정구 부곡제3동(2641059000)","15,050","15,050","853","1,283","1,862","1,738","2,100","2,543","2,554","1,399","614","100","4"
"부산광역시 금정구 부곡제4동(2641059100)","11,955","11,955","389","673","1,220","1,196","1,469","2,082","2,563","1,656","644","60","3"
"부산광역시 금정구 장전제1동(2641060000)","17,888","17,888","634","1,222","6,089","1,874","1,983","2,104","2,029","1,272","601","78","2"
"부산광역시 금정구 장전제2동(2641061000)","25,710","25,710","2,178","2,572","2,878","3,078","4,535","3,691","3,389","2,180","1,042","163","4"
"부산광역시 금정구 선두구동(2641063500)","2,117","2,117","56","71","151","167","188","390","579","321","169","23","2"
"부산광역시 금정구 청룡노포동(2641066500)","9,473","9,473","397","657","879","848","1,050","1,652","1,955","1,316","640","75","4"
"부산광역시 금정구 남산동(2641067000)","26,680","26,680","814","1,640","3,824","2,608","2,951","4,829","5,252","3,104","1,480","173","5"
"부산광역시 금정구 구서제1동(2641068000)","18,844","18,844","1,077","1,791","2,122","2,063","2,807","3,357","3,103","1,664","772","88","0"
"부산광역시 금정구 구서제2동(2641069000)","31,311","31,311","1,716","2,972","3,582","3,054","4,219","5,631","5,651","2,964","1,316","202","4"
"부산광역시 금정구 금성동(2641070000)","937","937","43","107","61","48","128","141","218","130","50","11","0"
"부산광역시 강서구 (2644000000)","142,396","142,396","17,253","14,979","11,290","23,139","28,830","17,336","17,698","8,168","3,215","481","7"
"부산광역시 강서구 대저1동(2644051000)","5,938","5,938","122","232","435","503","565","969","1,579","1,008","456","68","1"
"부산광역시 강서구 대저2동(2644052000)","6,644","6,644","380","430","732","850","824","932","1,356","721","364","54","1"
"부산광역시 강서구 강동동(2644053000)","3,896","3,896","58","110","220","279","298","655","1,236","697","289","53","1"
"부산광역시 강서구 명지1동(2644053500)","54,376","54,376","8,958","5,975","4,012","11,375","12,074","5,084","4,432","1,806","572","86","2"
"부산광역시 강서구 명지2동(2644054500)","30,164","30,164","3,982","4,882","2,356","3,656","7,254","3,779","2,769","1,068","366","51","1"
"부산광역시 강서구 가락동(2644055000)","2,171","2,171","23","56","116","156","177","369","609","408","228","29","0"
"부산광역시 강서구 녹산동(2644056000)","34,878","34,878","3,608","3,153","3,113","5,909","7,147","4,744","4,519","1,889","698","98","0"
"부산광역시 강서구 가덕도동(2644058000)","4,329","4,329","122","141","306","411","491","804","1,198","571","242","42","1"
"부산광역시 연제구 (2647000000)","205,766","205,766","12,623","16,137","23,035","26,074","30,791","33,363","33,804","20,110","8,844","966","19"
"부산광역시 연제구 거제제1동(2647061000)","28,056","28,056","1,921","3,356","3,046","2,468","4,833","4,974","3,728","2,471","1,146","109","4"
"부산광역시 연제구 거제제2동(2647062000)","16,014","16,014","1,525","2,055","1,541","1,876","2,979","2,580","1,866","1,071","476","44","1"
"부산광역시 연제구 거제제3동(2647063000)","9,429","9,429","370","563","1,001","950","1,115","1,554","1,763","1,270","747","95","1"
"부산광역시 연제구 거제제4동(2647064000)","9,695","9,695","472","917","1,003","917","1,381","1,744","1,787","980","426","65","3"
"부산광역시 연제구 연산제1동(2647065000)","16,130","16,130","1,026","1,283","1,536","1,965","2,475","2,565","2,917","1,655","638","68","2"
"부산광역시 연제구 연산제2동(2647066000)","21,719","21,719","1,809","1,321","2,549","3,918","3,180","3,156","3,013","1,830","862","80","1"
"부산광역시 연제구 연산제3동(2647067000)","10,533","10,533","780","527","914","1,581","1,540","1,587","1,919","1,159","487","39","0"
"부산광역시 연제구 연산제4동(2647068000)","15,491","15,491","472","861","2,020","1,838","2,022","2,419","3,128","1,858","787","84","2"
"부산광역시 연제구 연산제5동(2647069000)","16,697","16,697","604","612","3,210","3,302","2,252","2,411","2,302","1,332","616","56","0"
"부산광역시 연제구 연산제6동(2647070000)","15,627","15,627","850","912","1,516","1,921","2,095","2,387","2,913","1,980","953","99","1"
"부산광역시 연제구 연산제8동(2647072000)","13,422","13,422","969","1,090","1,201","1,575","2,125","2,201","2,412","1,336","455","58","0"
"부산광역시 연제구 연산제9동(2647073000)","32,953","32,953","1,825","2,640","3,498","3,763","4,794","5,785","6,056","3,168","1,251","169","4"
"부산광역시 수영구 (2650000000)","174,518","174,518","8,992","11,452","22,253","23,503","24,359","26,824","28,962","18,782","8,290","1,076","25"
"부산광역시 수영구 남천제1동(2650066000)","16,133","16,133","996","1,343","1,941","2,067","2,356","2,699","2,404","1,483","724","119","1"
"부산광역시 수영구 남천제2동(2650067000)","13,475","13,475","890","1,291","1,332","1,381","2,051","2,421","2,258","1,235","520","92","4"
"부산광역시 수영구 수영동(2650073000)","14,034","14,034","450","590","1,603","1,623","1,650","2,102","2,808","2,099","1,001","107","1"
"부산광역시 수영구 망미제1동(2650074000)","26,365","26,365","1,377","1,900","2,458","2,892","3,623","3,985","5,029","3,375","1,497","226","3"
"부산광역시 수영구 망미제2동(2650075000)","10,074","10,074","503","694","980","1,152","1,411","1,678","1,888","1,253","458","56","1"
"부산광역시 수영구 광안제1동(2650076000)","25,403","25,403","917","1,449","4,821","4,255","3,316","3,402","3,663","2,397","1,049","132","2"
"부산광역시 수영구 광안제2동(2650077000)","18,483","18,483","878","1,249","2,722","2,742","2,754","2,676","2,664","1,830","866","92","10"
"부산광역시 수영구 광안제3동(2650078000)","9,423","9,423","193","366","1,867","1,574","1,097","1,225","1,512","1,069","469","50","1"
"부산광역시 수영구 광안제4동(2650079000)","13,362","13,362","825","865","1,549","1,883","2,001","2,107","2,026","1,349","681","75","1"
"부산광역시 수영구 민락동(2650080000)","27,766","27,766","1,963","1,705","2,980","3,934","4,100","4,529","4,710","2,692","1,025","127","1"
"부산광역시 사상구 (2653000000)","202,932","202,932","9,476","13,770","24,928","23,988","26,571","36,351","40,236","19,535","7,281","774","22"
"부산광역시 사상구 삼락동(2653058000)","5,240","5,240","166","250","445","484","535","1,078","1,264","714","274","29","1"
"부산광역시 사상구 모라제1동(2653059100)","26,390","26,390","1,191","1,792","2,804","3,002","3,377","4,720","5,699","2,715","991","96","3"
"부산광역시 사상구 모라제3동(2653059300)","9,327","9,327","163","324","561","563","945","1,686","2,415","1,738","837","92","3"
"부산광역시 사상구 덕포제1동(2653060000)","11,518","11,518","810","762","1,204","1,702","1,578","1,983","2,034","1,005","398","40","2"
"부산광역시 사상구 덕포제2동(2653061000)","12,155","12,155","542","842","1,346","1,296","1,526","2,237","2,672","1,253","393","47","1"
"부산광역시 사상구 괘법동(2653062000)","24,359","24,359","924","951","4,741","4,049","2,818","3,955","4,380","1,865","604","70","2"
"부산광역시 사상구 감전동(2653064500)","12,193","12,193","335","549","1,269","1,333","1,434","2,337","2,838","1,459","585","51","3"
"부산광역시 사상구 주례제1동(2653065000)","16,590","16,590","1,092","1,137","1,849","2,280","2,150","3,010","3,142","1,396","474","58","2"
"부산광역시 사상구 주례제2동(2653066000)","21,774","21,774","944","1,746","3,894","2,659","2,931","3,460","3,591","1,767","706","74","2"
"부산광역시 사상구 주례제3동(2653066100)","12,284","12,284","526","934","1,470","1,289","1,577","2,183","2,481","1,252","504","68","0"
"부산광역시 사상구 학장동(2653067000)","26,579","26,579","1,244","2,068","2,655","2,632","3,942","4,902","5,465","2,640","931","98","2"
"부산광역시 사상구 엄궁동(2653068000)","24,523","24,523","1,539","2,415","2,690","2,699","3,758","4,800","4,255","1,731","584","51","1"
"부산광역시 기장군 (2671000000)","178,729","178,729","15,643","19,077","16,374","22,020","33,415","26,865","23,782","14,257","6,357","908","31"
"부산광역시 기장군 기장읍(2671025000)","52,152","52,152","2,714","3,901","5,594","5,852","7,381","9,342","8,868","5,419","2,712","357","12"
"부산광역시 기장군 장안읍(2671025300)","8,846","8,846","377","402","898","997","1,054","1,580","1,805","1,047","587","95","4"
"부산광역시 기장군 정관읍(2671025600)","80,372","80,372","8,908","11,922","6,526","9,801","18,947","10,404","7,291","4,636","1,687","244","6"
"부산광역시 기장군 일광읍(2671025900)","29,676","29,676","3,383","2,431","2,803","4,818","5,187","4,235","3,979","1,900","800","135","5"
"부산광역시 기장군 철마면(2671033000)","7,683","7,683","261","421","553","552","846","1,304","1,839","1,255","571","77","4"
"대구광역시  (2700000000)","2,374,960","2,374,960","150,403","214,121","282,470","279,965","356,114","420,799","365,980","195,523","96,888","12,432","265"
"대구광역시 중구 (2711000000)","89,064","89,064","6,809","6,234","12,652","14,494","13,017","12,858","11,082","7,379","3,971","550","18"
"대구광역시 중구 동인동(2711051700)","8,372","8,372","302","458","1,304","1,392","991","1,260","1,218","867","490","87","3"
"대구광역시 중구 삼덕동(2711054500)","6,643","6,643","350","438","1,732","1,232","908","758","625","362","210","27","1"
"대구광역시 중구 성내1동(2711056500)","4,868","4,868","98","188","1,522","874","486","557","527","366","209","39","2"
"대구광역시 중구 성내2동(2711057500)","5,872","5,872","333","319","1,121","1,008","722","798","759","527","255","29","1"
